GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,Crédito_1,Crédito_2,Crédito_3,Crédito_4,Monto solicitado,Días de Mora,Monto Deuda Promedio,Número de meses inactivo,numero de cuotas,Aval,PAGA
1,650000.0,36.0,4,1,72,504.0,23,673657,553964,0.0,0,863.0,0,0,1,14,1,0
1,1200000.0,38.0,4,0,18,99.0,1,0,403230,0.0,0,4806.0,0,1218,2,12,1,0
0,484000.0,26.0,1,1,40,67.0,7,0,743500,0.0,0,128.0,0,0,1,12,0,0
1,1264000.0,43.0,2,0,67,193.0,15,0,800000,0.0,0,0.0,0,23948,0,56,0,0
0,67400.0,43.0,2,0,56,131.0,5,0,229558,0.0,698963,313.0,0,1324,1,37,1,0
1,7500000.0,40.0,4,1,55,90.0,1,412498,0,0.0,0,692.0,0,0,2,22,0,1
1,600000.0,33.0,4,0,32,105.0,1,0,249000,0.0,462509,1.0,0,1565,1,22,0,0
0,9200000.0,39.0,2,3,96,131.0,5,891079,55748,0.0,324557,1530.0,0,3113,1,13,0,0
1,716000.0,40.0,4,1,13,16.0,9,0,300000,0.0,166,228.0,0,0,1,26,0,0
1,744000.0,53.0,4,0,27,226.0,0,0,103418,0.0,241818,279.0,0,451,1,35,0,1
1,544000.0,46.0,1,1,108,105.0,1,0,664380,0.0,113397,109.0,14,116,3,16,0,1
0,550000.0,42.0,4,1,31,119.0,1,0,611706,0.0,59527,0.0,2,481,1,16,0,1
0,1380000.0,60.0,1,1,68,213.0,24,1403219,3050000,1399989.0,0,0.0,0,2369,0,25,0,0
0,790000.0,38.0,1,1,103,89.0,1,0,75510,0.0,437500,2614.0,0,756,3,14,0,0
1,79600.0,43.0,4,1,50,105.0,1,0,288732,909851.0,500000,788.0,3,1446,2,15,0,1
1,530000.0,51.0,1,1,31,119.0,1,775305,200000,0.0,119492,1076.0,33,11378,1,11,0,1
0,1680000.0,40.0,4,0,64,272.0,25,0,0,0.0,0,0.0,41,0,0,80,0,0
0,500000.0,54.0,1,1,76,104.0,1,0,7239,0.0,103813,262.0,0,106,1,18,1,1
1,603000.0,43.0,4,1,16,89.0,1,0,0,0.0,0,961.0,5,181,1,15,0,1
0,6800000.0,36.0,1,0,46,35.0,26,0,-1033096,0.0,490893,10689.0,33,30659,1,44,0,0
1,2221000.0,46.0,1,1,70,265.0,27,0,1250000,0.0,2953011,0.0,0,6073,0,80,0,0
0,80000.0,60.0,2,0,30,98.0,1,0,200000,66109.0,0,0.0,4,131,0,22,1,0
0,75000.0,61.0,2,0,52,88.0,1,0,1040000,0.0,0,29.0,32,0,1,80,1,0
0,87100.0,52.0,2,0,56,138.0,28,0,0,0.0,248790,0.0,0,400,0,18,1,0
1,635000.0,54.0,4,0,127,105.0,1,0,150832,0.0,56975,1678.0,0,126,3,9,0,1
1,650000.0,53.0,1,1,146,90.0,1,0,1544412,0.0,260790,296.0,15,0,1,11,0,1
1,767000.0,32.0,2,0,71,326.0,29,1062721,224689,0.0,103119,1448.0,15,6,1,24,0,0
1,701000.0,37.0,1,1,15,67.0,7,0,355848,0.0,0,1.0,0,0,1,25,0,0
1,900000.0,29.0,-1,1,76,104.0,1,1146683,99600,0.0,790795,1661.0,0,749,1,29,0,0
1,6210000.0,40.0,1,1,90,109.0,1,0,377947,0.0,0,221.0,0,0,1,19,0,1
0,88000.0,50.0,2,0,132,97.0,1,0,505329,0.0,500000,3500.0,0,510,3,28,1,0
1,98800.0,52.0,4,1,19,115.0,1,1066564,1780000,0.0,0,0.0,0,0,1,80,0,1
1,6300000.0,44.0,4,1,55,90.0,1,611808,29361,0.0,300000,1260.0,0,306,1,7,0,1
0,460000.0,51.0,2,1,138,1.0,2,542597,250000,0.0,10698,610.0,0,22,1,11,0,1
0,650000.0,42.0,4,1,76,98.0,1,0,436714,0.0,0,61.0,0,0,1,22,0,0
0,46000.0,40.0,1,0,92,88.0,1,0,2078220,0.0,36560,0.0,0,0,0,20,1,0
1,614000.0,40.0,2,1,93,89.0,1,0,1362,0.0,800000,598.0,0,512,2,19,0,1
1,670000.0,35.0,2,0,29,90.0,1,385974,406014,0.0,0,514.0,0,0,1,19,0,0
0,628000.0,40.0,4,1,31,119.0,1,0,0,0.0,1500000,0.0,0,2850,1,26,1,1
0,57300.0,47.0,1,0,13,16.0,9,0,696386,0.0,896000,675.0,9,803,1,37,1,0
1,1325000.0,48.0,4,1,138,1.0,2,4417010,166245,0.0,1500000,5500.0,41,3411,2,12,0,1
1,789000.0,53.0,4,1,27,226.0,0,1017913,278042,0.0,1000000,2723.0,0,1018,2,13,1,1
0,1000000.0,42.0,2,1,27,226.0,0,796361,259348,0.0,132718,1288.0,0,0,1,38,1,0
1,550000.0,50.0,1,1,138,1.0,2,0,62411,0.0,410608,202.0,0,430,1,20,0,1
0,83500.0,46.0,2,0,55,91.0,1,0,250000,0.0,0,2109.0,0,761,1,80,1,0
1,800000.0,51.0,1,1,90,93.0,1,0,268739,0.0,89007,1803.0,0,39,2,22,0,1
1,1100000.0,45.0,4,0,25,85.0,1,0,192299,2988111.0,93872,626.0,0,3595,3,49,1,1
1,630000.0,29.0,2,1,27,226.0,0,0,91535,0.0,20,1137.0,0,0,2,14,0,1
0,8710000.0,34.0,2,3,53,105.0,1,0,750000,0.0,7781,0.0,2,6,0,14,0,0
1,681000.0,53.0,1,1,52,93.0,1,384966,-4828,0.0,0,832.0,0,0,1,19,0,1
1,605000.0,38.0,1,0,66,279.0,30,0,300000,0.0,136861,0.0,0,81,0,22,0,0
1,1700000.0,37.0,1,1,71,326.0,29,0,975318,0.0,4000000,1425.0,47,10459,2,80,0,0
1,6010000.0,43.0,4,1,25,85.0,1,0,64152,0.0,888840,197.0,0,558,1,20,0,1
1,1160000.0,47.0,2,1,83,85.0,1,0,12044,0.0,1099284,3595.0,4,5361,3,23,0,1
1,648000.0,53.0,4,1,138,1.0,2,0,215807,0.0,0,177.0,12,0,1,24,0,1
0,470000.0,26.0,3,0,64,316.0,10,0,250000,0.0,96943,1.0,0,99,1,17,0,0
0,49200.0,41.0,2,0,120,292.0,22,0,2862637,0.0,370788,2487.0,0,883,1,19,0,0
1,800000.0,48.0,2,1,78,182.0,31,0,883111,0.0,0,335.0,0,0,1,32,0,0
1,1262000.0,52.0,1,0,138,1.0,2,0,0,0.0,0,824.0,18,0,1,55,0,1
1,650000.0,38.0,2,1,88,67.0,7,0,102130,0.0,100000,845.0,0,14381,3,18,1,0
1,800000.0,54.0,4,1,138,87.0,1,0,-288450,0.0,500000,7.0,0,516,1,40,0,1
1,6020000.0,40.0,4,1,85,88.0,1,0,1898072,0.0,0,1034.0,0,0,2,48,0,1
1,65000.0,40.0,4,1,142,93.0,1,0,13320,934047.0,1996064,2417.0,0,17679,2,31,1,1
1,3500000.0,59.0,4,0,84,85.0,1,0,313284,0.0,348659,1659.0,98,0,3,80,0,0
0,610000.0,53.0,1,1,37,115.0,1,0,53517,0.0,0,137.0,0,0,1,24,0,1
0,493000.0,64.0,3,0,18,118.0,1,0,500000,0.0,100000,1245.0,0,0,1,8,0,0
0,6300000.0,28.0,2,0,43,67.0,7,0,711373,0.0,21889,646.0,0,330,3,11,0,0
0,50000.0,41.0,2,0,74,510.0,1,0,17349,0.0,175330,840.0,0,179,1,47,1,0
1,1000000.0,53.0,4,-1,138,1.0,2,609457,351911,0.0,700000,4030.0,0,934,3,10,1,1
1,5210000.0,43.0,4,1,73,86.0,1,0,109632,0.0,0,804.0,0,0,2,30,0,1
0,52300.0,42.0,2,0,57,112.0,1,0,1250000,0.0,45549,0.0,32,30,0,80,1,0
0,1300000.0,41.0,4,1,31,119.0,1,638143,1024351,0.0,597344,1308.0,9,610,2,49,0,1
0,625000.0,47.0,4,1,71,326.0,29,0,500499,0.0,0,88.0,0,0,1,20,1,0
1,484000.0,54.0,4,1,84,90.0,1,0,493994,0.0,35892,0.0,0,36,1,15,1,1
0,60000.0,48.0,2,0,132,99.0,1,0,250814,0.0,891841,890.0,0,2031,1,36,1,0
1,638000.0,50.0,2,0,138,1.0,2,0,325000,0.0,461631,164.0,0,1382,1,23,0,1
1,500000.0,41.0,2,1,17,80.0,1,0,343067,0.0,0,7.0,0,0,1,17,0,0
1,2880000.0,44.0,2,1,52,90.0,1,446177,166289,0.0,1941959,1078.0,37,2,1,80,0,0
0,1150000.0,47.0,2,1,39,82.0,1,0,137879,0.0,2000000,1636.0,0,2049,3,42,0,0
0,1000000.0,28.0,2,0,67,80.0,1,0,0,0.0,0,0.0,16,267,0,50,0,0
1,1200000.0,52.0,2,1,27,226.0,0,977518,517803,0.0,1000000,2005.0,33,931,2,40,0,1
0,50000.0,41.0,2,0,44,173.0,32,0,1114466,0.0,0,3499.0,24,11336,1,80,1,0
0,670000.0,35.0,2,1,92,88.0,1,0,303527,0.0,177949,288.0,3,266,1,24,0,0
0,8500000.0,31.0,1,2,84,93.0,1,0,1000000,0.0,0,0.0,0,28,0,45,0,0
1,756000.0,47.0,4,1,127,104.0,1,0,412016,0.0,0,175.0,0,0,2,34,0,1
1,1814000.0,35.0,4,1,72,504.0,23,0,53909,0.0,0,1258.0,4,506,1,80,0,0
0,450000.0,50.0,1,1,12,13.0,33,750815,0,0.0,0,891.0,0,0,1,10,0,0
1,7300000.0,43.0,4,1,18,102.0,1,0,240475,0.0,250000,520.0,13,256,2,13,0,1
0,500000.0,43.0,1,1,48,88.0,1,0,0,0.0,2,197.0,0,101,1,19,0,0
1,720000.0,51.0,1,1,69,53.0,34,0,300000,0.0,0,1006.0,0,0,1,19,0,0
1,3000000.0,63.0,1,0,17,80.0,1,0,991604,0.0,0,9799.0,0,0,2,80,0,0
0,68000.0,53.0,1,0,107,86.0,1,0,845000,0.0,372751,556.0,0,518,3,34,1,0
0,935000.0,46.0,1,1,142,93.0,1,0,500000,0.0,0,759.0,15,0,1,40,0,0
0,5000000.0,34.0,2,0,125,93.0,1,0,361743,0.0,403514,133.0,8,6,1,18,1,0
1,9600000.0,38.0,4,1,65,118.0,1,527694,120143,0.0,0,1015.0,0,0,2,15,0,1
1,450000.0,52.0,4,0,35,112.0,1,0,450000,0.0,400000,0.0,0,16,1,14,0,1
0,750000.0,44.0,2,0,83,88.0,1,0,46200,0.0,489350,2328.0,0,509,3,15,0,0
0,75000.0,58.0,1,0,84,128.0,19,0,157950,7046942.0,568440,3086.0,65,10465,1,72,1,0
0,8230000.0,41.0,2,0,72,504.0,23,0,126247,0.0,0,89.0,0,0,1,19,0,0
1,724000.0,47.0,1,1,31,119.0,1,0,500000,0.0,1963,0.0,0,2,1,24,0,1
0,70000.0,56.0,2,0,70,261.0,35,0,250000,0.0,0,0.0,0,0,0,22,1,0
1,56000.0,45.0,1,1,55,90.0,1,0,3500000,0.0,223338,0.0,3,0,1,80,0,1
1,680000.0,53.0,2,1,95,316.0,10,0,0,0.0,0,334.0,0,689,1,24,0,0
0,1300000.0,55.0,1,0,122,85.0,1,0,0,0.0,0,83.0,0,234,1,65,1,0
0,71600.0,52.0,2,0,43,70.0,36,0,0,0.0,0,0.0,10,0,0,21,1,0
1,3080000.0,42.0,4,1,71,326.0,29,0,0,0.0,0,3453.0,0,12298,2,80,0,0
0,65000.0,44.0,2,0,93,118.0,1,0,1500000,0.0,927991,1711.0,18,48,1,80,1,0
1,91100.0,53.0,1,1,55,90.0,1,0,300000,0.0,300000,0.0,0,305,1,20,0,1
0,5000000.0,30.0,2,1,52,105.0,1,0,250000,0.0,0,0.0,12,0,0,44,0,0
1,1500000.0,43.0,2,1,48,88.0,1,0,812198,0.0,0,34.0,4,0,1,67,0,0
1,2057000.0,38.0,2,1,68,213.0,24,0,973247,0.0,0,11.0,0,40322,2,80,0,0
1,650000.0,39.0,1,1,76,45.0,37,0,388697,0.0,246770,1.0,0,0,1,23,0,0
0,975000.0,47.0,1,0,72,504.0,23,0,8224,0.0,1000000,2790.0,0,1021,3,21,1,0
1,450000.0,52.0,4,0,27,226.0,0,897362,16162,0.0,241838,1344.0,0,195,1,5,1,1
1,871000.0,48.0,4,0,138,1.0,2,0,900000,0.0,0,0.0,2,0,1,35,1,1
1,821000.0,54.0,2,1,118,89.0,1,0,550552,0.0,166371,401.0,19,391,2,36,0,1
1,1100000.0,41.0,4,1,151,226.0,0,0,500000,0.0,0,1437.0,15,17796,1,41,0,0
0,9820000.0,38.0,2,0,31,119.0,1,0,62378,0.0,0,449.0,0,1627,1,14,0,0
1,65000.0,46.0,4,1,55,90.0,1,920838,4655418,0.0,0,1031.0,0,0,1,41,0,1
1,1672000.0,43.0,1,1,138,1.0,2,3027553,1896287,0.0,4390608,3446.0,54,42813,1,52,0,1
0,6480000.0,40.0,2,3,60,284.0,20,0,9570,0.0,500000,1403.0,0,1972,1,36,0,0
1,60000.0,51.0,4,1,52,115.0,1,0,343994,0.0,162123,0.0,3,165,1,26,0,1
0,873000.0,51.0,1,0,90,86.0,1,0,377597,0.0,0,80.0,4,0,1,40,0,0
1,72000.0,52.0,4,1,55,90.0,1,2959766,350000,845054.0,0,3420.0,0,1435,1,16,0,1
1,554000.0,53.0,2,2,27,226.0,0,0,-6556,0.0,494530,192.0,0,466,1,21,0,1
1,438000.0,49.0,4,1,138,1.0,2,0,240225,0.0,0,16.0,13,59,1,16,0,1
1,500000.0,39.0,4,2,71,326.0,29,0,0,0.0,0,46.0,0,79,2,20,0,0
1,8780000.0,44.0,4,1,53,106.0,1,973108,726868,1568815.0,132961,1170.0,0,125,1,41,0,1
0,8630000.0,39.0,1,3,45,115.0,1,0,0,0.0,392469,0.0,5,403,0,22,0,0
0,450000.0,52.0,2,2,27,226.0,0,0,0,0.0,89843,0.0,0,101,1,18,0,1
0,818000.0,49.0,4,1,31,119.0,1,812869,62090,0.0,485200,1734.0,9,433,2,24,0,1
1,850000.0,45.0,4,1,31,119.0,1,409101,850000,0.0,753682,505.0,0,1446,1,30,0,1
0,500000.0,48.0,4,1,138,1.0,2,0,0,0.0,0,0.0,0,2600,1,20,1,1
0,3340000.0,59.0,2,1,28,110.0,1,0,0,0.0,0,7883.0,19,60,1,80,0,0
0,44000.0,38.0,2,0,49,80.0,1,0,478188,0.0,519010,55.0,0,625,1,23,1,0
0,75200.0,54.0,1,0,68,213.0,24,0,1040000,0.0,0,33.0,0,0,1,37,1,0
1,596000.0,49.0,1,1,138,1.0,2,0,83915,0.0,1000000,1807.0,0,2492,2,6,1,1
0,600000.0,51.0,1,3,31,119.0,1,0,13476,0.0,0,279.0,0,0,1,22,0,1
0,1000000.0,47.0,1,1,15,67.0,7,0,199629,0.0,774251,162.0,0,815,1,49,0,0
0,500000.0,37.0,2,0,139,90.0,1,0,132982,0.0,0,112.0,0,0,1,19,0,0
1,700000.0,33.0,2,1,48,89.0,1,0,686288,0.0,0,1.0,0,0,1,22,0,0
1,950000.0,41.0,4,1,49,80.0,1,0,489990,0.0,59172,0.0,4,0,1,43,1,1
0,72000.0,58.0,1,0,56,131.0,5,0,2119899,0.0,0,3413.0,11,67903,1,74,1,0
0,71700.0,48.0,2,0,141,29.0,21,0,779223,0.0,0,44.0,19,0,1,33,1,0
0,800000.0,34.0,4,1,62,292.0,22,0,800000,0.0,0,1113.0,0,0,1,29,0,0
1,750000.0,52.0,2,1,35,106.0,1,1036913,12456,0.0,1071651,1657.0,0,10197,1,21,0,1
1,7730000.0,43.0,4,1,84,115.0,1,0,498518,0.0,97440,1147.0,0,97,3,17,0,1
1,1140000.0,42.0,4,1,52,104.0,1,0,301852,0.0,17356,0.0,0,1,1,54,0,1
0,7500000.0,27.0,2,0,90,88.0,1,0,0,13072172.0,0,143.0,0,13914,1,20,0,0
1,798000.0,42.0,4,1,138,1.0,2,0,290399,0.0,0,365.0,0,2557,2,37,0,1
1,730000.0,47.0,1,0,138,1.0,2,0,550000,0.0,273100,0.0,0,274,1,24,1,1
